,ssdn_lo,ssdn_hi,ssdn_detection_lo,ssdn_detection_hi,ssdn_notification_lo,ssdn_notification_hi,ssdn_computation_lo,ssdn_computation_hi,ssdn_transference_lo,ssdn_transference_hi,ssdn_installation_lo,ssdn_installation_hi,ssdn_update_lo,ssdn_update_hi,pcsdn_lo,pcsdn_hi,pcsdn_detection_lo,pcsdn_detection_hi,pcsdn_notification_lo,pcsdn_notification_hi,pcsdn_computation_lo,pcsdn_computation_hi,pcsdn_transference_lo,pcsdn_transference_hi,pcsdn_installation_lo,pcsdn_installation_hi,pcsdn_update_lo,pcsdn_update_hi,felix_lo,felix_hi,felix_detection_lo,felix_detection_hi,felix_coordination_lo,felix_coordination_hi
301,465884000,1485122000,10000000,10000000,150000,300000,145584000,1164672000,150000,150000,310000000,310000000,310150000,310150000,320300000,320450000,10000000,10000000,150000,300000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10150020,10000000,10000000,10,150020
331,435984000,1455172000,10000000,10000000,200000,300000,145584000,1164672000,200000,200000,280000000,280000000,280200000,280200000,290400000,290500000,10000000,10000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,10000010,10000000,10000000,10000000,10,0
2,465884000,465934000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320300000,320350000,10000000,10000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
32,465884000,465934000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320300000,320350000,10000000,10000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
62,465884000,465934000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320300000,320350000,10000000,10000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
92,435984000,436084000,10000000,10000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,290400000,290500000,10000000,10000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,10000010,10100010,10000000,10000000,10,100010
122,435984000,436084000,10000000,10000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,290400000,290500000,10000000,10000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,10000010,10100010,10000000,10000000,10,100010
152,465884000,465934000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320300000,320350000,10000000,10000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
182,435984000,436084000,10000000,10000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,290400000,290500000,10000000,10000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,10000010,10100010,10000000,10000000,10,100010
212,435984000,436084000,10000000,10000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,290400000,290500000,10000000,10000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,10000010,10100010,10000000,10000000,10,100010
242,465884000,465934000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320300000,320350000,10000000,10000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
272,155684000,592536000,10000000,10000000,100000,200000,145584000,582336000,0,0,0,0,0,0,10100000,10200000,10000000,10000000,100000,200000,0,0,0,0,0,0,0,0,10000010,10000000,10000000,10000000,10,0
302,155684000,592536000,10000000,10000000,100000,200000,145584000,582336000,0,0,0,0,0,0,10100000,10200000,10000000,10000000,100000,200000,0,0,0,0,0,0,0,0,10000010,10000000,10000000,10000000,10,0
332,435984000,1455172000,10000000,10000000,200000,300000,145584000,1164672000,200000,200000,280000000,280000000,280200000,280200000,290400000,290500000,10000000,10000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,10000010,10000000,10000000,10000000,10,0
3,465884000,465934000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320300000,320350000,10000000,10000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
33,465834000,465884000,10000000,10000000,100000,150000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320250000,320300000,10000000,10000000,100000,150000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
63,465884000,465934000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320300000,320350000,10000000,10000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
93,435984000,436084000,10000000,10000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,290400000,290500000,10000000,10000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,10000010,10100010,10000000,10000000,10,100010
123,435984000,436084000,10000000,10000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,290400000,290500000,10000000,10000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,10000010,10100010,10000000,10000000,10,100010
153,465884000,465934000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320300000,320350000,10000000,10000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
183,465884000,465934000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320300000,320350000,10000000,10000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
213,435984000,436084000,10000000,10000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,290400000,290500000,10000000,10000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,10000010,10100010,10000000,10000000,10,100010
243,435984000,436084000,10000000,10000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,290400000,290500000,10000000,10000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,10000010,10100010,10000000,10000000,10,100010
273,155684000,592536000,10000000,10000000,100000,200000,145584000,582336000,0,0,0,0,0,0,10100000,10200000,10000000,10000000,100000,200000,0,0,0,0,0,0,0,0,10000010,10000000,10000000,10000000,10,0
303,155684000,592536000,10000000,10000000,100000,200000,145584000,582336000,0,0,0,0,0,0,10100000,10200000,10000000,10000000,100000,200000,0,0,0,0,0,0,0,0,10000010,10000000,10000000,10000000,10,0
333,435984000,1455172000,10000000,10000000,200000,300000,145584000,1164672000,200000,200000,280000000,280000000,280200000,280200000,290400000,290500000,10000000,10000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,10000010,10000000,10000000,10000000,10,0
4,465884000,465934000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320300000,320350000,10000000,10000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
34,465884000,465934000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320300000,320350000,10000000,10000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
64,465884000,465934000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320300000,320350000,10000000,10000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
94,465884000,465934000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320300000,320350000,10000000,10000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
124,435984000,436084000,10000000,10000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,290400000,290500000,10000000,10000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,10000010,10100010,10000000,10000000,10,100010
154,435984000,436084000,10000000,10000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,290400000,290500000,10000000,10000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,10000010,10100010,10000000,10000000,10,100010
184,465884000,465934000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320300000,320350000,10000000,10000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
214,435984000,436084000,10000000,10000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,290400000,290500000,10000000,10000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,10000010,10100010,10000000,10000000,10,100010
244,435984000,436084000,10000000,10000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,290400000,290500000,10000000,10000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,10000010,10100010,10000000,10000000,10,100010
274,465734000,1485022000,10000000,10000000,0,200000,145584000,1164672000,150000,150000,310000000,310000000,310150000,310150000,320150000,320350000,10000000,10000000,0,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10150020,10000000,10000000,10,150020
304,155684000,592536000,10000000,10000000,100000,200000,145584000,582336000,0,0,0,0,0,0,10100000,10200000,10000000,10000000,100000,200000,0,0,0,0,0,0,0,0,10000010,10000000,10000000,10000000,10,0
334,435984000,1455172000,10000000,10000000,200000,300000,145584000,1164672000,200000,200000,280000000,280000000,280200000,280200000,290400000,290500000,10000000,10000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,10000010,10000000,10000000,10000000,10,0
5,435684000,435784000,10000000,10000000,0,100000,145584000,145584000,100000,100000,280000000,280000000,280100000,280100000,290100000,290200000,10000000,10000000,0,100000,0,0,100000,100000,280000000,280000000,280100000,280100000,10000010,10100010,10000000,10000000,10,100010
35,465884000,465934000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320300000,320350000,10000000,10000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
65,465834000,465884000,10000000,10000000,100000,150000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320250000,320300000,10000000,10000000,100000,150000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
95,465884000,465934000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320300000,320350000,10000000,10000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
125,435984000,436084000,10000000,10000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,290400000,290500000,10000000,10000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,10000010,10100010,10000000,10000000,10,100010
155,435984000,436084000,10000000,10000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,290400000,290500000,10000000,10000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,10000010,10100010,10000000,10000000,10,100010
185,465884000,465934000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320300000,320350000,10000000,10000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
215,465884000,465934000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320300000,320350000,10000000,10000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
245,435984000,436084000,10000000,10000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,290400000,290500000,10000000,10000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,10000010,10100010,10000000,10000000,10,100010
275,465884000,1485122000,10000000,10000000,150000,300000,145584000,1164672000,150000,150000,310000000,310000000,310150000,310150000,320300000,320450000,10000000,10000000,150000,300000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10150020,10000000,10000000,10,150020
305,155684000,592536000,10000000,10000000,100000,200000,145584000,582336000,0,0,0,0,0,0,10100000,10200000,10000000,10000000,100000,200000,0,0,0,0,0,0,0,0,10000010,10000000,10000000,10000000,10,0
335,435984000,1455172000,10000000,10000000,200000,300000,145584000,1164672000,200000,200000,280000000,280000000,280200000,280200000,290400000,290500000,10000000,10000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,10000010,10000000,10000000,10000000,10,0
6,435784000,435884000,10000000,10000000,100000,200000,145584000,145584000,100000,100000,280000000,280000000,280100000,280100000,290200000,290300000,10000000,10000000,100000,200000,0,0,100000,100000,280000000,280000000,280100000,280100000,10000010,10100010,10000000,10000000,10,100010
36,465884000,465934000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320300000,320350000,10000000,10000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
66,465884000,465934000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320300000,320350000,10000000,10000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
96,465884000,465934000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320300000,320350000,10000000,10000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
126,465884000,465934000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320300000,320350000,10000000,10000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
156,435984000,436084000,10000000,10000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,290400000,290500000,10000000,10000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,10000010,10100010,10000000,10000000,10,100010
186,435984000,436084000,10000000,10000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,290400000,290500000,10000000,10000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,10000010,10100010,10000000,10000000,10,100010
216,465884000,465934000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320300000,320350000,10000000,10000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
246,435984000,436084000,10000000,10000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,290400000,290500000,10000000,10000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,10000010,10100010,10000000,10000000,10,100010
276,465884000,1485122000,10000000,10000000,150000,300000,145584000,1164672000,150000,150000,310000000,310000000,310150000,310150000,320300000,320450000,10000000,10000000,150000,300000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10150020,10000000,10000000,10,150020
306,465734000,1485022000,10000000,10000000,0,200000,145584000,1164672000,150000,150000,310000000,310000000,310150000,310150000,320150000,320350000,10000000,10000000,0,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10150020,10000000,10000000,10,150020
336,435984000,1455172000,10000000,10000000,200000,300000,145584000,1164672000,200000,200000,280000000,280000000,280200000,280200000,290400000,290500000,10000000,10000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,10000010,10000000,10000000,10000000,10,0
7,435784000,435884000,10000000,10000000,100000,200000,145584000,145584000,100000,100000,280000000,280000000,280100000,280100000,290200000,290300000,10000000,10000000,100000,200000,0,0,100000,100000,280000000,280000000,280100000,280100000,10000010,10100010,10000000,10000000,10,100010
37,435684000,435784000,10000000,10000000,0,100000,145584000,145584000,100000,100000,280000000,280000000,280100000,280100000,290100000,290200000,10000000,10000000,0,100000,0,0,100000,100000,280000000,280000000,280100000,280100000,10000010,10100010,10000000,10000000,10,100010
67,465884000,465934000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320300000,320350000,10000000,10000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
97,465834000,465884000,10000000,10000000,100000,150000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320250000,320300000,10000000,10000000,100000,150000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
127,465884000,465934000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320300000,320350000,10000000,10000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
157,435984000,436084000,10000000,10000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,290400000,290500000,10000000,10000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,10000010,10100010,10000000,10000000,10,100010
187,435984000,436084000,10000000,10000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,290400000,290500000,10000000,10000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,10000010,10100010,10000000,10000000,10,100010
217,465884000,465934000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320300000,320350000,10000000,10000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
247,465884000,465934000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320300000,320350000,10000000,10000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
277,465884000,1485122000,10000000,10000000,150000,300000,145584000,1164672000,150000,150000,310000000,310000000,310150000,310150000,320300000,320450000,10000000,10000000,150000,300000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10150020,10000000,10000000,10,150020
307,465884000,1485122000,10000000,10000000,150000,300000,145584000,1164672000,150000,150000,310000000,310000000,310150000,310150000,320300000,320450000,10000000,10000000,150000,300000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10150020,10000000,10000000,10,150020
8,435784000,435884000,10000000,10000000,100000,200000,145584000,145584000,100000,100000,280000000,280000000,280100000,280100000,290200000,290300000,10000000,10000000,100000,200000,0,0,100000,100000,280000000,280000000,280100000,280100000,10000010,10100010,10000000,10000000,10,100010
38,435784000,435884000,10000000,10000000,100000,200000,145584000,145584000,100000,100000,280000000,280000000,280100000,280100000,290200000,290300000,10000000,10000000,100000,200000,0,0,100000,100000,280000000,280000000,280100000,280100000,10000010,10100010,10000000,10000000,10,100010
68,465884000,465934000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320300000,320350000,10000000,10000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
98,465884000,465934000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320300000,320350000,10000000,10000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
128,465884000,465934000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320300000,320350000,10000000,10000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
158,465884000,465934000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320300000,320350000,10000000,10000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
188,435984000,436084000,10000000,10000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,290400000,290500000,10000000,10000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,10000010,10100010,10000000,10000000,10,100010
218,435984000,436084000,10000000,10000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,290400000,290500000,10000000,10000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,10000010,10100010,10000000,10000000,10,100010
248,465884000,465934000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320300000,320350000,10000000,10000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
278,155684000,592536000,10000000,10000000,100000,200000,145584000,582336000,0,0,0,0,0,0,10100000,10200000,10000000,10000000,100000,200000,0,0,0,0,0,0,0,0,10000010,10000000,10000000,10000000,10,0
308,465884000,1485122000,10000000,10000000,150000,300000,145584000,1164672000,150000,150000,310000000,310000000,310150000,310150000,320300000,320450000,10000000,10000000,150000,300000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10150020,10000000,10000000,10,150020
9,465834000,465884000,10000000,10000000,100000,150000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320250000,320300000,10000000,10000000,100000,150000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
39,435784000,435884000,10000000,10000000,100000,200000,145584000,145584000,100000,100000,280000000,280000000,280100000,280100000,290200000,290300000,10000000,10000000,100000,200000,0,0,100000,100000,280000000,280000000,280100000,280100000,10000010,10100010,10000000,10000000,10,100010
69,435684000,435784000,10000000,10000000,0,100000,145584000,145584000,100000,100000,280000000,280000000,280100000,280100000,290100000,290200000,10000000,10000000,0,100000,0,0,100000,100000,280000000,280000000,280100000,280100000,10000010,10100010,10000000,10000000,10,100010
99,465884000,465934000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320300000,320350000,10000000,10000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
129,465834000,465884000,10000000,10000000,100000,150000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320250000,320300000,10000000,10000000,100000,150000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
159,465884000,465934000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320300000,320350000,10000000,10000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
189,435984000,436084000,10000000,10000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,290400000,290500000,10000000,10000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,10000010,10100010,10000000,10000000,10,100010
219,435984000,436084000,10000000,10000000,200000,300000,145584000,145584000,200000,200000,280000000,280000000,280200000,280200000,290400000,290500000,10000000,10000000,200000,300000,0,0,200000,200000,280000000,280000000,280200000,280200000,10000010,10100010,10000000,10000000,10,100010
249,465884000,465934000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320300000,320350000,10000000,10000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
279,155684000,592536000,10000000,10000000,100000,200000,145584000,582336000,0,0,0,0,0,0,10100000,10200000,10000000,10000000,100000,200000,0,0,0,0,0,0,0,0,10000010,10000000,10000000,10000000,10,0
309,465884000,1485122000,10000000,10000000,150000,300000,145584000,1164672000,150000,150000,310000000,310000000,310150000,310150000,320300000,320450000,10000000,10000000,150000,300000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10150020,10000000,10000000,10,150020
10,465834000,465884000,10000000,10000000,100000,150000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320250000,320300000,10000000,10000000,100000,150000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
40,435784000,435884000,10000000,10000000,100000,200000,145584000,145584000,100000,100000,280000000,280000000,280100000,280100000,290200000,290300000,10000000,10000000,100000,200000,0,0,100000,100000,280000000,280000000,280100000,280100000,10000010,10100010,10000000,10000000,10,100010
70,435784000,435884000,10000000,10000000,100000,200000,145584000,145584000,100000,100000,280000000,280000000,280100000,280100000,290200000,290300000,10000000,10000000,100000,200000,0,0,100000,100000,280000000,280000000,280100000,280100000,10000010,10100010,10000000,10000000,10,100010
100,465884000,465934000,10000000,10000000,150000,200000,145584000,145584000,150000,150000,310000000,310000000,310150000,310150000,320300000,320350000,10000000,10000000,150000,200000,0,0,150000,150000,310000000,310000000,310150000,310150000,10000010,10250030,10000000,10000000,10,250030
