,ssdn_lo,ssdn_hi,ssdn_detection_lo,ssdn_detection_hi,ssdn_notification_lo,ssdn_notification_hi,ssdn_computation_lo,ssdn_computation_hi,ssdn_transference_lo,ssdn_transference_hi,ssdn_installation_lo,ssdn_installation_hi,ssdn_update_lo,ssdn_update_hi,pcsdn_lo,pcsdn_hi,pcsdn_detection_lo,pcsdn_detection_hi,pcsdn_notification_lo,pcsdn_notification_hi,pcsdn_computation_lo,pcsdn_computation_hi,pcsdn_transference_lo,pcsdn_transference_hi,pcsdn_installation_lo,pcsdn_installation_hi,pcsdn_update_lo,pcsdn_update_hi,felix_lo,felix_hi,felix_detection_lo,felix_detection_hi,felix_coordination_lo,felix_coordination_hi
601,552198000,552298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,121400000,121500000,1000000,1000000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,1000010,1100010,1000000,1000000,10,100010
631,552198000,552298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,121400000,121500000,1000000,1000000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,1000010,1100010,1000000,1000000,10,100010
661,559048000,559098000,1000000,1000000,100000,150000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,128250000,128300000,1000000,1000000,100000,150000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1250030,1000000,1000000,10,250030
691,559098000,559148000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,128300000,128350000,1000000,1000000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1250030,1000000,1000000,10,250030
721,559098000,559148000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,128300000,128350000,1000000,1000000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1250030,1000000,1000000,10,250030
751,559098000,559148000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,128300000,128350000,1000000,1000000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1250030,1000000,1000000,10,250030
781,551998000,552098000,1000000,1000000,100000,200000,430798000,430798000,100000,100000,120000000,120000000,120100000,120100000,121200000,121300000,1000000,1000000,100000,200000,0,0,100000,100000,120000000,120000000,120100000,120100000,1000010,1100010,1000000,1000000,10,100010
811,552198000,552298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,121400000,121500000,1000000,1000000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,1000010,1100010,1000000,1000000,10,100010
841,552198000,552298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,121400000,121500000,1000000,1000000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,1000010,1100010,1000000,1000000,10,100010
871,552198000,552298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,121400000,121500000,1000000,1000000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,1000010,1100010,1000000,1000000,10,100010
901,559098000,559148000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,128300000,128350000,1000000,1000000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1250030,1000000,1000000,10,250030
931,559098000,559148000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,128300000,128350000,1000000,1000000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1250030,1000000,1000000,10,250030
961,559098000,559148000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,128300000,128350000,1000000,1000000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1250030,1000000,1000000,10,250030
991,559098000,559148000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,128300000,128350000,1000000,1000000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1250030,1000000,1000000,10,250030
1021,559098000,559148000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,128300000,128350000,1000000,1000000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1250030,1000000,1000000,10,250030
1051,552198000,552298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,121400000,121500000,1000000,1000000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,1000010,1100010,1000000,1000000,10,100010
1081,552198000,552298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,121400000,121500000,1000000,1000000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,1000010,1100010,1000000,1000000,10,100010
1111,552198000,552298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,121400000,121500000,1000000,1000000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,1000010,1100010,1000000,1000000,10,100010
1141,552198000,552298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,121400000,121500000,1000000,1000000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,1000010,1100010,1000000,1000000,10,100010
1171,559048000,559098000,1000000,1000000,100000,150000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,128250000,128300000,1000000,1000000,100000,150000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1250030,1000000,1000000,10,250030
1201,559098000,559148000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,128300000,128350000,1000000,1000000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1250030,1000000,1000000,10,250030
1231,559098000,559148000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,128300000,128350000,1000000,1000000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1250030,1000000,1000000,10,250030
1261,559098000,559148000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,128300000,128350000,1000000,1000000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1250030,1000000,1000000,10,250030
1291,551998000,552098000,1000000,1000000,100000,200000,430798000,430798000,100000,100000,120000000,120000000,120100000,120100000,121200000,121300000,1000000,1000000,100000,200000,0,0,100000,100000,120000000,120000000,120100000,120100000,1000010,1100010,1000000,1000000,10,100010
1321,552198000,552298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,121400000,121500000,1000000,1000000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,1000010,1100010,1000000,1000000,10,100010
1351,552198000,552298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,121400000,121500000,1000000,1000000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,1000010,1100010,1000000,1000000,10,100010
1381,552198000,552298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,121400000,121500000,1000000,1000000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,1000010,1100010,1000000,1000000,10,100010
1411,559098000,559148000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,128300000,128350000,1000000,1000000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1250030,1000000,1000000,10,250030
1441,559098000,559148000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,128300000,128350000,1000000,1000000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1250030,1000000,1000000,10,250030
1471,559098000,559148000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,128300000,128350000,1000000,1000000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1250030,1000000,1000000,10,250030
1501,559098000,559148000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,128300000,128350000,1000000,1000000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1250030,1000000,1000000,10,250030
1531,559098000,559148000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,128300000,128350000,1000000,1000000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1250030,1000000,1000000,10,250030
1561,552198000,552298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,121400000,121500000,1000000,1000000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,1000010,1100010,1000000,1000000,10,100010
1591,552198000,552298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,121400000,121500000,1000000,1000000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,1000010,1100010,1000000,1000000,10,100010
1621,552198000,552298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,121400000,121500000,1000000,1000000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,1000010,1100010,1000000,1000000,10,100010
1651,552198000,552298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,121400000,121500000,1000000,1000000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,1000010,1100010,1000000,1000000,10,100010
1681,559048000,559098000,1000000,1000000,100000,150000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,128250000,128300000,1000000,1000000,100000,150000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1250030,1000000,1000000,10,250030
1711,559098000,559148000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,128300000,128350000,1000000,1000000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1250030,1000000,1000000,10,250030
1741,559098000,559148000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,128300000,128350000,1000000,1000000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1250030,1000000,1000000,10,250030
1771,559098000,559148000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,128300000,128350000,1000000,1000000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1250030,1000000,1000000,10,250030
1801,551898000,551998000,1000000,1000000,0,100000,430798000,430798000,100000,100000,120000000,120000000,120100000,120100000,121100000,121200000,1000000,1000000,0,100000,0,0,100000,100000,120000000,120000000,120100000,120100000,1000010,1100010,1000000,1000000,10,100010
1831,552198000,552298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,121400000,121500000,1000000,1000000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,1000010,1100010,1000000,1000000,10,100010
1861,552198000,552298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,121400000,121500000,1000000,1000000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,1000010,1100010,1000000,1000000,10,100010
1891,552198000,552298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,121400000,121500000,1000000,1000000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,1000010,1100010,1000000,1000000,10,100010
1921,559048000,559098000,1000000,1000000,100000,150000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,128250000,128300000,1000000,1000000,100000,150000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1250030,1000000,1000000,10,250030
1951,552198000,552298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,121400000,121500000,1000000,1000000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,1000010,1100010,1000000,1000000,10,100010
1981,552198000,552298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,121400000,121500000,1000000,1000000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,1000010,1100010,1000000,1000000,10,100010
2011,552198000,552298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,121400000,121500000,1000000,1000000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,1000010,1100010,1000000,1000000,10,100010
2041,552198000,552298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,121400000,121500000,1000000,1000000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,1000010,1100010,1000000,1000000,10,100010
2071,559098000,7021218000,1000000,1000000,150000,300000,430798000,6892768000,150000,150000,127000000,127000000,127150000,127150000,128300000,128450000,1000000,1000000,150000,300000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1150020,1000000,1000000,10,150020
2101,559098000,7021218000,1000000,1000000,150000,300000,430798000,6892768000,150000,150000,127000000,127000000,127150000,127150000,128300000,128450000,1000000,1000000,150000,300000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1150020,1000000,1000000,10,150020
2131,559098000,7021218000,1000000,1000000,150000,300000,430798000,6892768000,150000,150000,127000000,127000000,127150000,127150000,128300000,128450000,1000000,1000000,150000,300000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1150020,1000000,1000000,10,150020
2161,431898000,3447584000,1000000,1000000,100000,200000,430798000,3446384000,0,0,0,0,0,0,1100000,1200000,1000000,1000000,100000,200000,0,0,0,0,0,0,0,0,1000010,1000000,1000000,1000000,10,0
2191,431898000,3447584000,1000000,1000000,100000,200000,430798000,3446384000,0,0,0,0,0,0,1100000,1200000,1000000,1000000,100000,200000,0,0,0,0,0,0,0,0,1000010,1000000,1000000,1000000,10,0
2221,431898000,3447584000,1000000,1000000,100000,200000,430798000,3446384000,0,0,0,0,0,0,1100000,1200000,1000000,1000000,100000,200000,0,0,0,0,0,0,0,0,1000010,1000000,1000000,1000000,10,0
2251,431898000,3447584000,1000000,1000000,100000,200000,430798000,3446384000,0,0,0,0,0,0,1100000,1200000,1000000,1000000,100000,200000,0,0,0,0,0,0,0,0,1000010,1000000,1000000,1000000,10,0
2281,559098000,7021218000,1000000,1000000,150000,300000,430798000,6892768000,150000,150000,127000000,127000000,127150000,127150000,128300000,128450000,1000000,1000000,150000,300000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1150020,1000000,1000000,10,150020
2311,551998000,7014068000,1000000,1000000,100000,200000,430798000,6892768000,100000,100000,120000000,120000000,120100000,120100000,121200000,121300000,1000000,1000000,100000,200000,0,0,100000,100000,120000000,120000000,120100000,120100000,1000010,1000000,1000000,1000000,10,0
2341,552198000,7014268000,1000000,1000000,200000,300000,430798000,6892768000,200000,200000,120000000,120000000,120200000,120200000,121400000,121500000,1000000,1000000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,1000010,1000000,1000000,1000000,10,0
2,559098000,559148000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,128300000,128350000,1000000,1000000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1250030,1000000,1000000,10,250030
32,559098000,559148000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,128300000,128350000,1000000,1000000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1250030,1000000,1000000,10,250030
62,559098000,559148000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,128300000,128350000,1000000,1000000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1250030,1000000,1000000,10,250030
92,559098000,559148000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,128300000,128350000,1000000,1000000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1250030,1000000,1000000,10,250030
122,559098000,559148000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,128300000,128350000,1000000,1000000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1250030,1000000,1000000,10,250030
152,552198000,552298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,121400000,121500000,1000000,1000000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,1000010,1100010,1000000,1000000,10,100010
182,552198000,552298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,121400000,121500000,1000000,1000000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,1000010,1100010,1000000,1000000,10,100010
212,552198000,552298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,121400000,121500000,1000000,1000000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,1000010,1100010,1000000,1000000,10,100010
242,552198000,552298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,121400000,121500000,1000000,1000000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,1000010,1100010,1000000,1000000,10,100010
272,551998000,552098000,1000000,1000000,100000,200000,430798000,430798000,100000,100000,120000000,120000000,120100000,120100000,121200000,121300000,1000000,1000000,100000,200000,0,0,100000,100000,120000000,120000000,120100000,120100000,1000010,1100010,1000000,1000000,10,100010
302,552198000,552298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,121400000,121500000,1000000,1000000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,1000010,1100010,1000000,1000000,10,100010
332,552198000,552298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,121400000,121500000,1000000,1000000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,1000010,1100010,1000000,1000000,10,100010
362,552198000,552298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,121400000,121500000,1000000,1000000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,1000010,1100010,1000000,1000000,10,100010
392,559098000,559148000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,128300000,128350000,1000000,1000000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1250030,1000000,1000000,10,250030
422,559098000,559148000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,128300000,128350000,1000000,1000000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1250030,1000000,1000000,10,250030
452,559098000,559148000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,128300000,128350000,1000000,1000000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1250030,1000000,1000000,10,250030
482,559098000,559148000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,128300000,128350000,1000000,1000000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1250030,1000000,1000000,10,250030
512,559098000,559148000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,128300000,128350000,1000000,1000000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1250030,1000000,1000000,10,250030
542,552198000,552298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,121400000,121500000,1000000,1000000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,1000010,1100010,1000000,1000000,10,100010
572,552198000,552298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,121400000,121500000,1000000,1000000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,1000010,1100010,1000000,1000000,10,100010
602,552198000,552298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,121400000,121500000,1000000,1000000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,1000010,1100010,1000000,1000000,10,100010
632,552198000,552298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,121400000,121500000,1000000,1000000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,1000010,1100010,1000000,1000000,10,100010
662,559048000,559098000,1000000,1000000,100000,150000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,128250000,128300000,1000000,1000000,100000,150000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1250030,1000000,1000000,10,250030
692,559098000,559148000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,128300000,128350000,1000000,1000000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1250030,1000000,1000000,10,250030
722,559098000,559148000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,128300000,128350000,1000000,1000000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1250030,1000000,1000000,10,250030
752,559098000,559148000,1000000,1000000,150000,200000,430798000,430798000,150000,150000,127000000,127000000,127150000,127150000,128300000,128350000,1000000,1000000,150000,200000,0,0,150000,150000,127000000,127000000,127150000,127150000,1000010,1250030,1000000,1000000,10,250030
782,551998000,552098000,1000000,1000000,100000,200000,430798000,430798000,100000,100000,120000000,120000000,120100000,120100000,121200000,121300000,1000000,1000000,100000,200000,0,0,100000,100000,120000000,120000000,120100000,120100000,1000010,1100010,1000000,1000000,10,100010
812,552198000,552298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,121400000,121500000,1000000,1000000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,1000010,1100010,1000000,1000000,10,100010
842,552198000,552298000,1000000,1000000,200000,300000,430798000,430798000,200000,200000,120000000,120000000,120200000,120200000,121400000,121500000,1000000,1000000,200000,300000,0,0,200000,200000,120000000,120000000,120200000,120200000,1000010,1100010,1000000,1000000,10,100010
